,Cantidad,Nemotecnico,Volumen,Ultimo Precio,Variacion%,Fecha
1039,6733,CNEC      ,69264840,10300.0,-0.48,2021-03-15
1040,139624,CONCONCRET,66086114,472.4,-1.58,2021-03-15
1041,248814,PFAVH     ,41030631,165.0,-2.94,2021-03-15
1042,5900,CLH       ,23569450,4000.0,-1.23,2021-03-15
1043,99458,ETB       ,21898810,221.1,1.38,2021-03-15
1044,1470,EXITO     ,20000700,13810.0,0.07,2021-03-15
1045,4125,GRUPOAVAL ,4805625,1165.0,0.0,2021-03-15
1046,65833,ENKA      ,1000003,15.0,0.0,2021-03-15
1047,2035575,ICOLCAP   ,27879398216,13691.0,-0.21,2021-03-12
1048,2000000,HCOLSEL   ,25350000000,12670.0,-0.61,2021-03-12
1049,5568620,ECOPETROL ,13204436001,2378.0,0.42,2021-03-12
1050,271334,PFBCOLOM  ,8313976190,30880.0,0.46,2021-03-12
1051,203821,PFDAVVNDA ,6366515290,31200.0,0.0,2021-03-12
1052,5297963,PFAVAL    ,6202934377,1164.0,-0.68,2021-03-12
1053,2050616,GEB       ,5220954731,2545.0,0.0,2021-03-12
1054,161950,ISA       ,3848919860,23780.0,0.76,2021-03-12
1055,46708,BCOLOMBIA ,1417293290,30520.0,1.19,2021-03-12
1056,55372,GRUPOSURA ,1249689650,22600.0,0.71,2021-03-12
1057,45539,NUTRESA   ,1069814520,23350.0,-1.06,2021-03-12
1058,191217,CELSIA    ,919496271,4820.0,0.44,2021-03-12
1059,46649,EXITO     ,633676290,13800.0,1.69,2021-03-12
1060,39930505,ENKA      ,598881416,15.0,4.9,2021-03-12
1061,17022,CORFICOLCF,551589200,32380.0,0.03,2021-03-12
1062,99025,CEMARGOS  ,542867760,5480.0,-0.36,2021-03-12
1063,62574,TERPEL    ,498778480,8100.0,3.85,2021-03-12
1064,29351,GRUPOARGOS,377188490,12840.0,-0.77,2021-03-12
1065,11568,PFGRUPSURA,228449720,19800.0,0.0,2021-03-12
1066,16656,CNEC      ,173069700,10350.0,0.0,2021-03-12
1067,302192,CONCONCRET,144019826,480.0,0.0,2021-03-12
1068,110776,ELCONDOR  ,116362486,1050.0,-2.78,2021-03-12
1069,25712,CLH       ,103990360,4050.0,6.24,2021-03-12
1070,8323,BVC       ,101204520,12160.0,0.33,2021-03-12
1071,13766,PFCEMARGOS,57402365,4169.0,0.46,2021-03-12
1072,12156,MINEROS   ,50544182,4160.0,0.24,2021-03-12
1073,323,BOGOTA    ,25480260,78880.0,0.9,2021-03-12
1074,118943,PFAVH     ,19999849,170.0,3.03,2021-03-12
1075,13022,GRUPOAVAL ,15170635,1165.0,0.43,2021-03-12
1076,55100,ETB       ,12272304,218.1,0.0,2021-03-12
1077,2283,VILLAS    ,11415000,5000.0,0.0,2021-03-12
1078,737,PFGRUPOARG,7239085,9810.0,0.0,2021-03-12
1079,9000,COLTEJER  ,6309000,1105.0,0.0,2021-03-12
1080,1039236,FABRICATO ,4520676,4.61,0.0,2021-03-12
1081,50,PROMIGAS  ,381000,7800.0,0.0,2021-03-12
1082,8898569,ECOPETROL ,21198917478,2368.0,-0.21,2021-03-11
1083,485461,PFDAVVNDA ,15082730980,31200.0,0.32,2021-03-11
1084,344554,PFBCOLOM  ,10582114640,30740.0,1.45,2021-03-11
1085,289765,GRUPOSURA ,6565111470,22440.0,-0.27,2021-03-11
1086,228683,ISA       ,5410004140,23600.0,-0.84,2021-03-11
1087,4588867,PFAVAL    ,5349087957,1172.0,1.03,2021-03-11
1088,209185,PFGRUPSURA,4156350800,19800.0,0.0,2021-03-11
1089,91954,BCOLOMBIA ,2787103310,30160.0,0.07,2021-03-11
1090,1007919,GEB       ,2593043735,2545.0,-0.62,2021-03-11
1091,153500,HCOLSEL   ,1944516250,12747.5,0.98,2021-03-11
1092,103493,ICOLCAP   ,1420384105,13720.0,0.41,2021-03-11
1093,230127,CELSIA    ,1095718202,4799.0,1.7,2021-03-11
1094,191282,CEMARGOS  ,1046942895,5500.0,0.92,2021-03-11
1095,89075,CNEC      ,927349950,10350.0,0.88,2021-03-11
1096,35280,NUTRESA   ,831240940,23600.0,0.43,2021-03-11
1097,23084,BVC       ,279204510,12120.0,0.17,2021-03-11
1098,19281,GRUPOARGOS,247017340,12940.0,1.25,2021-03-11
1099,19807,PFGRUPOARG,193647460,9810.0,-0.76,2021-03-11
1100,1814,BOGOTA    ,141897890,78180.0,0.0,2021-03-11
1101,33940,MINEROS   ,140804350,4150.0,-0.24,2021-03-11
1102,525419,ETB       ,115887760,218.1,-2.2,2021-03-11
1103,92945,GRUPOAVAL ,107816200,1160.0,0.0,2021-03-11
1104,3315,CORFICOLCF,107057360,32370.0,0.53,2021-03-11
1105,88500,ELCONDOR  ,94019000,1080.0,4.75,2021-03-11
1106,20696,PFCEMARGOS,85542582,4150.0,-0.93,2021-03-11
1107,8207,TERPEL    ,65058275,7800.0,0.0,2021-03-11
1108,1290,PFCORFICOL,33845000,25820.0,0.43,2021-03-11
1109,68974,PFAVH     ,10865810,165.0,0.0,2021-03-11
1110,855,VILLAS    ,4197210,5000.0,0.0,2021-03-11
1111,184,EXITO     ,2498720,13570.0,0.0,2021-03-11
1112,314980,FABRICATO ,1338814,4.61,0.0,2021-03-11
1113,134,PROMIGAS  ,1051900,7800.0,0.0,2021-03-11
1114,106,CONCONCRET,51399,480.0,0.0,2021-03-11
1115,63,COLTEJER  ,18900,1105.0,0.0,2021-03-11
1116,5881588,ECOPETROL ,13822329133,2373.0,1.45,2021-03-10
1117,322794,PFBCOLOM  ,9779829880,30300.0,0.0,2021-03-10
1118,300883,ISA       ,7162643720,23800.0,0.42,2021-03-10
1119,169982,BCOLOMBIA ,5124354220,30140.0,-0.1,2021-03-10
1120,1501990,GEB       ,3833901952,2561.0,1.27,2021-03-10
1121,116339,GRUPOSURA ,2616124880,22500.0,0.49,2021-03-10
1122,107914,NUTRESA   ,2525508240,23500.0,0.43,2021-03-10
1123,63690,PFDAVVNDA ,1987716790,31100.0,-1.27,2021-03-10
1124,1085587,PFAVAL    ,1259521458,1160.0,-0.43,2021-03-10
1125,37134,CORFICOLCF,1194224390,32200.0,0.69,2021-03-10
1126,46778,GRUPOARGOS,593573250,12780.0,1.59,2021-03-10
1127,7266,BOGOTA    ,575175560,78180.0,-1.66,2021-03-10
1128,96047,CEMARGOS  ,522794110,5450.0,0.83,2021-03-10
1129,22760,PFGRUPSURA,446001030,19800.0,0.97,2021-03-10
1130,18000,ICOLCAP   ,245943000,13663.5,0.76,2021-03-10
1131,19257,BVC       ,231690190,12100.0,0.0,2021-03-10
1132,48113,CELSIA    ,226044655,4719.0,0.0,2021-03-10
1133,22801,TERPEL    ,178128430,7800.0,-1.64,2021-03-10
1134,5000,OCCIDENTE ,167500000,33500.0,0.0,2021-03-10
1135,15229,CNEC      ,156125050,10260.0,-0.39,2021-03-10
1136,135210,GRUPOAVAL ,155256059,1160.0,1.93,2021-03-10
1137,34801,PFCEMARGOS,144730487,4189.0,0.94,2021-03-10
1138,32141,CLH       ,127520988,3812.0,0.05,2021-03-10
1139,10000,HCOLSEL   ,126240000,12624.0,0.63,2021-03-10
1140,90078,ELCONDOR  ,93771169,1031.0,-0.29,2021-03-10
1141,5067,EXITO     ,68122720,13570.0,-0.22,2021-03-10
1142,6420,PFGRUPOARG,62437765,9885.0,1.59,2021-03-10
1143,14565,MINEROS   ,60613704,4160.0,-0.24,2021-03-10
1144,229832,ETB       ,51735966,223.0,-3.88,2021-03-10
1145,44066,CONCONCRET,21134917,480.0,-2.02,2021-03-10
1146,309,GRUBOLIVAR,19978100,64700.0,1.09,2021-03-10
1147,54275,PFAVH     ,8963995,165.0,0.0,2021-03-10
1148,1100,PROMIGAS  ,8580000,7800.0,0.0,2021-03-10
1149,22689,BBVACOL   ,6378828,300.0,0.0,2021-03-10
1150,2373101,ICOLCAP   ,32179025631,13560.0,-0.02,2021-03-09
1151,10445352,ECOPETROL ,24270292016,2339.0,-0.34,2021-03-09
1152,349141,PFBCOLOM  ,10564600850,30300.0,0.66,2021-03-09
1153,2160389,GEB       ,5456843225,2529.0,-0.04,2021-03-09
1154,196677,NUTRESA   ,4594362940,23400.0,0.21,2021-03-09
1155,157218,ISA       ,3725383340,23700.0,0.77,2021-03-09
1156,120278,BCOLOMBIA ,3607762670,30170.0,1.41,2021-03-09
1157,273325,GRUPOARGOS,3400807270,12580.0,1.21,2021-03-09
1158,126468,GRUPOSURA ,2828573970,22390.0,0.49,2021-03-09
1159,1877433,PFAVAL    ,2165227324,1165.0,0.52,2021-03-09
1160,60662,PFDAVVNDA ,1916409690,31500.0,-0.94,2021-03-09
1161,32121,CORFICOLCF,1019931430,31980.0,-0.71,2021-03-09
1162,112335,CEMARGOS  ,605701295,5405.0,0.65,2021-03-09
1163,40131,CNEC      ,413469040,10300.0,0.59,2021-03-09
1164,20966,PFGRUPSURA,409504480,19610.0,0.56,2021-03-09
1165,4746,BOGOTA    ,377307000,79500.0,-0.56,2021-03-09
1166,63634,CELSIA    ,299798165,4719.0,0.45,2021-03-09
1167,16730,BVC       ,202199380,12100.0,-0.33,2021-03-09
1168,47793,MINEROS   ,198557350,4170.0,0.75,2021-03-09
1169,19315,PFGRUPOARG,187134650,9730.0,1.25,2021-03-09
1170,131555,GRUPOAVAL ,152031860,1138.0,-3.15,2021-03-09
1171,25404,PFCEMARGOS,105285209,4150.0,0.73,2021-03-09
1172,8908,PROMIGAS  ,69482400,7800.0,0.0,2021-03-09
1173,63500,ELCONDOR  ,65673500,1034.0,-3.27,2021-03-09
1174,8217,TERPEL    ,65161030,7930.0,-0.13,2021-03-09
1175,15551,CLH       ,59243800,3810.0,-1.04,2021-03-09
1176,178575,ETB       ,41293270,232.0,0.87,2021-03-09
1177,1439,PFCORFICOL,37228000,25710.0,-3.35,2021-03-09
1178,363,EXITO     ,4933170,13600.0,0.0,2021-03-09
1179,27465,PFAVH     ,4605265,165.0,0.0,2021-03-09
1180,302630,ENKA      ,4524318,14.3,0.0,2021-03-09
1181,754938,FABRICATO ,3095245,4.61,0.0,2021-03-09
1182,5521,CONCONCRET,2643917,489.9,0.0,2021-03-09
1183,5135,BBVACOL   ,1540500,300.0,0.0,2021-03-09
1184,120,HCOLSEL   ,1497480,12544.5,0.0,2021-03-09
1185,7693085,ECOPETROL ,18122048025,2347.0,-2.21,2021-03-08
1186,393443,PFBCOLOM  ,11811311630,30100.0,-0.86,2021-03-08
1187,405605,ICOLCAP   ,5502935974,13563.0,-0.6,2021-03-08
1188,1289310,GEB       ,3285568538,2530.0,-1.56,2021-03-08
1189,129893,ISA       ,3055487010,23520.0,-0.34,2021-03-08
1190,103596,NUTRESA   ,2423693770,23350.0,0.78,2021-03-08
1191,1571802,PFAVAL    ,1806197841,1159.0,0.35,2021-03-08
1192,57929,BCOLOMBIA ,1728995320,29750.0,-0.83,2021-03-08
1193,76675,GRUPOSURA ,1714967400,22280.0,-0.54,2021-03-08
1194,53030,PFDAVVNDA ,1694830420,31800.0,-2.33,2021-03-08
1195,35131,CORFICOLCF,1125144900,32210.0,0.19,2021-03-08
1196,60000,HCOLSEL   ,752670000,12544.5,0.1,2021-03-08
1197,56008,GRUPOARGOS,689499980,12430.0,0.24,2021-03-08
1198,111837,CEMARGOS  ,605713685,5370.0,-0.65,2021-03-08
1199,5654,BOGOTA    ,450866690,79950.0,2.06,2021-03-08
1200,109169,MINEROS   ,450803959,4139.0,0.46,2021-03-08
1201,31784,PFGRUPOARG,304295240,9610.0,-0.72,2021-03-08
1202,60355,CELSIA    ,280248652,4698.0,1.64,2021-03-08
1203,67553,PFCEMARGOS,276618697,4120.0,0.34,2021-03-08
1204,21015,BVC       ,254474480,12140.0,-0.33,2021-03-08
1205,11763,PFGRUPSURA,229129800,19500.0,-0.56,2021-03-08
1206,13496,CNEC      ,138628580,10240.0,-0.78,2021-03-08
1207,106500,ELCONDOR  ,110655472,1069.0,-0.56,2021-03-08
1208,3007,PFCORFICOL,80035200,26600.0,0.0,2021-03-08
1209,9951,PROMIGAS  ,77609575,7800.0,0.65,2021-03-08
1210,7459,TERPEL    ,59207685,7940.0,0.0,2021-03-08
1211,89048,CONCONCRET,42603405,489.9,2.06,2021-03-08
1212,107241,BBVACOL   ,32172300,300.0,0.0,2021-03-08
1213,114696,ETB       ,26153949,230.0,-3.77,2021-03-08
1214,854864,ENKA      ,12295528,14.3,-1.38,2021-03-08
1215,1500,VALSIMESA ,6750000,4500.0,-10.0,2021-03-08
1216,35770,PFAVH     ,5902050,165.0,0.0,2021-03-08
1217,200,VILLAS    ,980000,5000.0,0.0,2021-03-08
1218,29177519,ECOPETROL ,69223177728,2400.0,5.31,2021-03-05
1219,409250,PFBCOLOM  ,12439685920,30360.0,0.2,2021-03-05
1220,349146,GRUPOSURA ,7847158030,22400.0,-1.32,2021-03-05
1221,260141,ISA       ,6101501350,23600.0,2.12,2021-03-05
1222,4335707,PFAVAL    ,5004331834,1155.0,-0.43,2021-03-05
1223,1790815,GEB       ,4616793715,2570.0,-1.15,2021-03-05
1224,124799,BCOLOMBIA ,3766505220,30000.0,-1.25,2021-03-05
1225,300659,BVC       ,3583106990,12180.0,-0.65,2021-03-05
1226,259725,ICOLCAP   ,3525434299,13645.0,-0.04,2021-03-05
1227,111188,PFDAVVNDA ,3476714390,32560.0,2.84,2021-03-05
1228,191754,GRUPOARGOS,2341215270,12400.0,-0.8,2021-03-05
1229,73548,NUTRESA   ,1708439110,23170.0,-0.47,2021-03-05
1230,290287,CEMARGOS  ,1546168270,5405.0,0.19,2021-03-05
1231,44251,CORFICOLCF,1418669300,32150.0,-0.86,2021-03-05
1232,121169,CNEC      ,1244157390,10320.0,-0.48,2021-03-05
1233,58646,PFGRUPSURA,1137998120,19610.0,-0.46,2021-03-05
1234,135260,CELSIA    ,628341108,4622.0,-1.45,2021-03-05
1235,30733,PFGRUPOARG,290306970,9680.0,-0.21,2021-03-05
1236,65094,PFCEMARGOS,264091634,4106.0,-0.8,2021-03-05
1237,522901,CONCONCRET,250832933,480.0,0.0,2021-03-05
1238,20000,HCOLSEL   ,250070000,12532.0,-0.97,2021-03-05
1239,3158,BOGOTA    ,247734790,78340.0,-0.87,2021-03-05
1240,1042603,ETB       ,236198765,239.0,9.13,2021-03-05
1241,29574,TERPEL    ,232630155,7940.0,1.79,2021-03-05
1242,48378,CLH       ,188445078,3850.0,-3.75,2021-03-05
1243,35794,MINEROS   ,146146930,4120.0,1.23,2021-03-05
1244,2276,GRUBOLIVAR,145737000,64000.0,0.0,2021-03-05
1245,2531,PFCORFICOL,67476270,26600.0,-2.56,2021-03-05
1246,7921,PROMIGAS  ,61039215,7750.0,1.31,2021-03-05
1247,3685000,ENKA      ,53232500,14.5,-3.01,2021-03-05
1248,2947,EXITO     ,39029520,13600.0,0.74,2021-03-05
1249,18183,ELCONDOR  ,19061758,1075.0,4.17,2021-03-05
1250,2298255,FABRICATO ,10178985,4.61,0.0,2021-03-05
1251,1791,VILLAS    ,8776412,5000.0,0.0,2021-03-05
1252,16900,BBVACOL   ,5070000,300.0,0.0,2021-03-05
1253,4013,GRUPOAVAL ,4678053,1175.0,0.0,2021-03-05
1254,3500,PFAVH     ,577500,165.0,0.0,2021-03-05
1255,17902729,ECOPETROL ,41162249671,2279.0,1.06,2021-03-04
1256,532762,CORFICOLCF,17257741810,32430.0,0.0,2021-03-04
1257,12239706,PFAVAL    ,14258696036,1160.0,-0.77,2021-03-04
1258,461648,ISA       ,10907584210,23110.0,-2.08,2021-03-04
1259,3280481,GEB       ,8586305653,2600.0,-1.7,2021-03-04
1260,279290,PFBCOLOM  ,8540033940,30300.0,-1.69,2021-03-04
1261,319361,GRUPOSURA ,7316292260,22700.0,-0.66,2021-03-04
1262,256784,NUTRESA   ,5986312300,23280.0,-0.81,2021-03-04
1263,175806,PFDAVVNDA ,5581139290,31660.0,-0.19,2021-03-04
1264,351001,ICOLCAP   ,4809197946,13650.0,-0.25,2021-03-04
1265,431176,CNEC      ,4460628630,10370.0,0.88,2021-03-04
1266,74133,BCOLOMBIA ,2253459770,30380.0,0.26,2021-03-04
1267,503210,MINEROS   ,2061990928,4070.0,-1.21,2021-03-04
1268,104903,PFGRUPSURA,2051793030,19700.0,-1.01,2021-03-04
1269,200905,CEMARGOS  ,1075283280,5395.0,-0.64,2021-03-04
1270,43204,GRUPOARGOS,543482440,12500.0,-2.27,2021-03-04
1271,734888,CONCONCRET,356941477,480.0,-2.81,2021-03-04
1272,3861,BOGOTA    ,303754940,79030.0,0.0,2021-03-04
1273,22665,BVC       ,278191380,12260.0,-0.08,2021-03-04
1274,64301,CLH       ,257009644,4000.0,-2.44,2021-03-04
1275,14941683,ENKA      ,223808760,14.95,4.55,2021-03-04
1276,38903,CELSIA    ,181511731,4690.0,0.73,2021-03-04
1277,722399,ETB       ,159132031,219.0,-3.52,2021-03-04
1278,23953,PFCEMARGOS,99061282,4139.0,-0.14,2021-03-04
1279,94204,ELCONDOR  ,97654658,1032.0,-1.71,2021-03-04
1280,6101,PFGRUPOARG,59119700,9700.0,0.0,2021-03-04
1281,4272,EXITO     ,57724830,13500.0,0.0,2021-03-04
1282,7200,TERPEL    ,56295375,7800.0,0.65,2021-03-04
1283,5642,PROMIGAS  ,43443090,7650.0,-1.16,2021-03-04
1284,74759,PFAVH     ,12335235,165.0,5.1,2021-03-04
1285,133,GRUBOLIVAR,8512000,64000.0,-0.62,2021-03-04
1286,773,PFCARPAK  ,4096900,5300.0,0.0,2021-03-04
1287,100,PFCORFICOL,2650000,27300.0,0.0,2021-03-04
1288,5130,POPULAR   ,1461537,280.0,0.0,2021-03-04
1289,150,VILLAS    ,735000,5000.0,0.0,2021-03-04
1290,68133,PAZRIO    ,204399,7.97,0.0,2021-03-04
1291,37164514,PFAVAL    ,43393019746,1169.0,0.6,2021-03-03
1292,12689731,ECOPETROL ,28781593626,2255.0,0.45,2021-03-03
1293,364625,ISA       ,8617013360,23600.0,-0.34,2021-03-03
1294,256945,PFBCOLOM  ,7926701090,30820.0,0.06,2021-03-03
1295,2817098,GEB       ,7408386834,2645.0,0.84,2021-03-03
1296,230620,PFDAVVNDA ,7315622680,31720.0,-0.78,2021-03-03
1297,171509,BCOLOMBIA ,5202177290,30300.0,-0.49,2021-03-03
1298,1079831,CELSIA    ,5047303083,4656.0,-1.15,2021-03-03
1299,196769,GRUPOSURA ,4507908720,22850.0,-0.65,2021-03-03
1300,300000,HCOLSEL   ,3795300000,12655.0,-0.42,2021-03-03
1301,145006,NUTRESA   ,3395906050,23470.0,0.3,2021-03-03
1302,202017,ICOLCAP   ,2765841536,13684.0,-0.16,2021-03-03
1303,201529,GRUPOARGOS,2580351940,12790.0,-1.62,2021-03-03
1304,301845,PROMIGAS  ,2336206900,7740.0,0.0,2021-03-03
1305,187661,BVC       ,2257426400,12270.0,2.25,2021-03-03
1306,62615,CORFICOLCF,2031130020,32430.0,-0.18,2021-03-03
1307,269888,CEMARGOS  ,1471297280,5430.0,-2.69,2021-03-03
1308,116920,CNEC      ,1189634960,10280.0,2.7,2021-03-03
1309,40742691,ENKA      ,565032493,14.3,10.0,2021-03-03
1310,105484,MINEROS   ,434626960,4120.0,0.12,2021-03-03
1311,25800,EXITO     ,348413000,13500.0,-2.1,2021-03-03
1312,10335,PFCORFICOL,282783660,27300.0,-0.66,2021-03-03
1313,2839,BOGOTA    ,224611760,79030.0,0.04,2021-03-03
1314,3432,GRUBOLIVAR,219522900,64400.0,0.94,2021-03-03
1315,10766,PFGRUPSURA,215205310,19900.0,-1.19,2021-03-03
1316,827261,ETB       ,186753352,227.0,-1.3,2021-03-03
1317,8899,PFGRUPOARG,86165575,9700.0,-1.87,2021-03-03
1318,10085,TERPEL    ,78416790,7750.0,-3.0,2021-03-03
1319,14447,PFCEMARGOS,59860426,4145.0,-2.01,2021-03-03
1320,8482713,FABRICATO ,39120134,4.61,0.22,2021-03-03
1321,50561,CONCONCRET,24972338,493.9,-0.2,2021-03-03
1322,13750,ELCONDOR  ,14475000,1050.0,0.0,2021-03-03
1323,52764,PFAVH     ,8756712,157.0,0.0,2021-03-03
1324,3320,GRUPOAVAL ,3901000,1175.0,0.0,2021-03-03
1325,500000,PAZRIO    ,2000000,7.97,0.0,2021-03-03
1326,661546,ISA       ,15510923310,23680.0,0.21,2021-03-02
1327,4334480,ECOPETROL ,9774469167,2245.0,-0.04,2021-03-02
1328,2705509,GEB       ,7058713574,2623.0,-0.19,2021-03-02
1329,5858988,PFAVAL    ,6866541860,1162.0,-1.19,2021-03-02
1330,205264,PFBCOLOM  ,6346268250,30800.0,-1.12,2021-03-02
1331,330394,BVC       ,3981178800,12000.0,1.69,2021-03-02
1332,111883,PFDAVVNDA ,3538440160,31970.0,-0.06,2021-03-02
1333,101144,GRUPOSURA ,2321010630,23000.0,-0.26,2021-03-02
1334,355101,CELSIA    ,1676631035,4710.0,-0.63,2021-03-02
1335,62684,NUTRESA   ,1471491080,23400.0,-0.76,2021-03-02
1336,330441,MINEROS   ,1359707735,4115.0,0.0,2021-03-02
1337,91728,ICOLCAP   ,1257051179,13706.0,-0.25,2021-03-02
1338,39834,BCOLOMBIA ,1215737600,30450.0,-0.85,2021-03-02
1339,93941,GRUPOARGOS,1209747260,13000.0,-0.46,2021-03-02
1340,8852,BOGOTA    ,696568440,79000.0,-0.09,2021-03-02
1341,105635,CEMARGOS  ,590475605,5580.0,-0.53,2021-03-02
1342,17150,CORFICOLCF,557395070,32490.0,-0.15,2021-03-02
1343,153450,ELCONDOR  ,160737600,1050.0,-2.78,2021-03-02
1344,6096,PFGRUPSURA,122477430,20140.0,-0.84,2021-03-02
1345,209994,CONCONCRET,103329899,494.9,-0.02,2021-03-02
1346,2360,PFCORFICOL,64803720,27480.0,0.37,2021-03-02
1347,4560,CNEC      ,45392035,10010.0,-0.89,2021-03-02
1348,3181780,ENKA      ,41363140,13.0,0.0,2021-03-02
1349,214332,PFAVH     ,33688487,157.0,0.0,2021-03-02
1350,4185,PROMIGAS  ,32502930,7740.0,0.0,2021-03-02
1351,7392,PFCEMARGOS,30893685,4230.0,0.05,2021-03-02
1352,1350,EXITO     ,18549440,13790.0,1.03,2021-03-02
1353,3955,CLH       ,16142000,4100.0,0.0,2021-03-02
1354,160,GRUBOLIVAR,10208000,63800.0,0.0,2021-03-02
1355,29935,ETB       ,6696370,230.0,0.0,2021-03-02
1356,10000,BBVACOL   ,3109000,300.0,0.0,2021-03-02
1357,3,TERPEL    ,23980,7990.0,0.0,2021-03-02
1358,1,PFGRUPOARG,9890,9885.0,0.0,2021-03-02
1359,348267,PFBCOLOM  ,10853693040,31150.0,0.48,2021-03-01
1360,4622065,ECOPETROL ,10482677281,2246.0,-0.18,2021-03-01
1361,650000,HCOLSEL   ,8270230000,12709.0,0.22,2021-03-01
1362,344752,GRUPOSURA ,7986925240,23060.0,-2.58,2021-03-01
1363,523077,ICOLCAP   ,7185850994,13740.0,1.6,2021-03-01
1364,2453121,GEB       ,6396012651,2628.0,1.86,2021-03-01
1365,200816,BCOLOMBIA ,6184660410,30710.0,-2.2,2021-03-01
1366,152239,ISA       ,3592823930,23630.0,-0.71,2021-03-01
1367,1895898,PFAVAL    ,2224745516,1176.0,-1.01,2021-03-01
1368,68350,PFDAVVNDA ,2181952860,31990.0,1.59,2021-03-01
1369,45708,CORFICOLCF,1487309630,32540.0,0.0,2021-03-01
1370,114929,BVC       ,1358362280,11800.0,0.25,2021-03-01
1371,172449,PROMIGAS  ,1319416010,7740.0,0.52,2021-03-01
1372,103979,CNEC      ,1036424595,10100.0,-0.39,2021-03-01
1373,46916,PFGRUPSURA,948236690,20310.0,2.06,2021-03-01
1374,39484,NUTRESA   ,931003220,23580.0,-0.46,2021-03-01
1375,69353,GRUPOARGOS,902440550,13060.0,-1.8,2021-03-01
1376,62121,CEMARGOS  ,352027540,5610.0,-2.77,2021-03-01
1377,62327,MINEROS   ,255333434,4115.0,1.11,2021-03-01
1378,22487,PFGRUPOARG,221417410,9885.0,0.76,2021-03-01
1379,43688,CELSIA    ,206519651,4740.0,0.83,2021-03-01
1380,2360,BOGOTA    ,187448790,79070.0,0.08,2021-03-01
1381,44220,PFCEMARGOS,184753337,4228.0,-0.05,2021-03-01
1382,4135,PFCORFICOL,110891330,27380.0,2.55,2021-03-01
1383,6993,TERPEL    ,55361945,7990.0,2.17,2021-03-01
1384,386,GRUBOLIVAR,24626800,63800.0,0.0,2021-03-01
1385,105207,ETB       ,24296163,230.0,1.77,2021-03-01
1386,33746,CONCONCRET,16734493,495.0,-1.84,2021-03-01
1387,15000,ELCONDOR  ,16200000,1080.0,-0.83,2021-03-01
1388,30993,BBVACOL   ,9297900,300.0,0.0,2021-03-01
1389,300,EXITO     ,4053000,13650.0,0.0,2021-03-01
1390,130000,ENKA      ,1690000,13.0,0.0,2021-03-01
1391,1410218,PFBCOLOM  ,43282414110,31000.0,2.45,2021-02-26
1392,1755441,ICOLCAP   ,23724269809,13523.0,-0.87,2021-02-26
1393,8797301,ECOPETROL ,19669345524,2250.0,-1.32,2021-02-26
1394,459813,BCOLOMBIA ,14207660530,31400.0,4.67,2021-02-26
1395,499688,ISA       ,11771110540,23800.0,4.29,2021-02-26
1396,458737,GRUPOSURA ,10765790930,23670.0,7.49,2021-02-26
1397,4782467,PFAVAL    ,5607793425,1188.0,2.41,2021-02-26
1398,112502,CORFICOLCF,3664213150,32540.0,0.06,2021-02-26
1399,94702,PFDAVVNDA ,2968965440,31490.0,-0.66,2021-02-26
1400,739885,GEB       ,1899813836,2580.0,0.58,2021-02-26
1401,128200,GRUPOARGOS,1681357530,13300.0,4.07,2021-02-26
1402,102704,BVC       ,1213004030,11770.0,-1.75,2021-02-26
1403,189984,CEMARGOS  ,1085698680,5770.0,1.23,2021-02-26
1404,98132,CNEC      ,968246480,10140.0,1.4,2021-02-26
1405,236511,MINEROS   ,958318330,4070.0,-0.61,2021-02-26
1406,22157,PFGRUPSURA,434473970,19900.0,2.58,2021-02-26
1407,863754,CONCONCRET,432105501,504.3,2.5,2021-02-26
1408,4875,BOGOTA    ,388148750,79010.0,-1.5,2021-02-26
1409,11333,NUTRESA   ,268382770,23690.0,0.85,2021-02-26
1410,16625732,ENKA      ,215650792,13.0,0.0,2021-02-26
1411,911624,ETB       ,206847874,226.0,-2.16,2021-02-26
1412,40531,CELSIA    ,191497617,4701.0,-1.65,2021-02-26
1413,12886,PFGRUPOARG,126528340,9810.0,0.1,2021-02-26
1414,28840,CLH       ,118161500,4100.0,-3.53,2021-02-26
1415,8196,PROMIGAS  ,63458410,7700.0,-2.22,2021-02-26
1416,51153,GRUPOAVAL ,59032827,1175.0,-0.34,2021-02-26
1417,358371,PFAVH     ,56511279,157.0,-4.85,2021-02-26
1418,12214,PFCEMARGOS,51135795,4230.0,-0.35,2021-02-26
1419,19208,CREDIFAMI ,48020000,2500.0,-6.68,2021-02-26
1420,8400,FAMILIA   ,37800000,4500.0,15.38,2021-02-26
1421,4473,TERPEL    ,35144120,7820.0,-2.25,2021-02-26
1422,516,GRUBOLIVAR,32942700,63800.0,-0.31,2021-02-26
1423,23400,ELCONDOR  ,25353400,1089.0,1.3,2021-02-26
1424,20000,BBVACOL   ,5960000,300.0,0.0,2021-02-26
1425,170,EXITO     ,2291600,13650.0,0.0,2021-02-26
1426,68,PFCORFICOL,1815940,26700.0,0.0,2021-02-26
1427,1904321,PFBCOLOM  ,58577631090,30260.0,-6.02,2021-02-25
1428,11391994,ECOPETROL ,26280712229,2280.0,-1.26,2021-02-25
1429,534671,BCOLOMBIA ,16192642380,30000.0,-5.66,2021-02-25
1430,304454,NUTRESA   ,7155200800,23490.0,-0.47,2021-02-25
1431,284581,ISA       ,6593404870,22820.0,-3.31,2021-02-25
